"data_source","data_source_short","pcr_gene_target","rpho_region","sample_date","ww_aggregate","prop_regional_pop","prop_sewersheds","max_date","Very_Low_Threshold","Low_Threshold","Medium_Threshold","High_Threshold","level"
"All Laboratories","all","infa","Bay Area",2026-04-07,2.27059306282096,NA,0.935483870967742,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-07,0,NA,0.935483870967742,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-07,2.97595105724784,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","rsv","Bay Area",2026-04-07,3.45647059117795,NA,0.935483870967742,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-07,0.264179650025247,NA,0.935483870967742,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infa","Bay Area",2026-04-06,2.23643646591228,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-06,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-06,3.34970129821611,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-06,0.244700912264493,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-06,3.14361882897136,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-04-05,2.35622268063084,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-05,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-05,3.49678856167439,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-05,0.248339844496759,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-05,3.04747437128707,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-04-04,2.27024459507648,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-04,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-04,3.52212516364205,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-04,0.261748878497131,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-04,2.95335054659722,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-04-03,2.21673542189437,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-03,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-03,3.60672330930057,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-03,0.247722848423098,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-03,2.83029055807884,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-04-02,2.1929028038174,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-02,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-02,3.88627465355663,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-02,0.239749069151885,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-02,2.99400407923646,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-04-01,2.3261364498847,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-04-01,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-04-01,4.0489099494056,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-04-01,0.231308539295558,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-04-01,3.01560341355432,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-31,2.3734866170747,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-31,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-31,4.21593646864275,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-31,0.231364928028061,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-31,3.0122682952588,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-30,2.50564398139877,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-30,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-30,4.17762162971429,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-30,0.297872591805778,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-30,3.23106497913858,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-29,2.60370697002765,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-29,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-29,4.6262871245576,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-29,0.333730310124255,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-29,3.23712975748997,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-28,2.73931390075466,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-28,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-28,4.74905987459051,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-28,0.32723096090341,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-28,3.05313886159928,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-27,2.66006321713622,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-27,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-27,5.03843254857707,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-27,0.330404402368499,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-27,2.90985515204711,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-26,2.51288890129902,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-26,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-26,5.05625591765333,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-26,0.325563034363575,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-26,2.87699073530126,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-25,2.50170156973552,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-25,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-25,5.1656308521754,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-25,0.328011482230687,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-25,2.83924909210224,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-24,2.62883105740286,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-24,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-24,5.38151756606286,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Moderate"
"All Laboratories","all","n","Bay Area",2026-03-24,0.348916839811377,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-24,3.01688460262719,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-23,2.56475085576248,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-23,0,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-23,5.16717816872773,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-23,0.324106166456985,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-23,2.73462998578317,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-22,2.59233311304925,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-22,0.0617227308908354,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-22,5.20875971129924,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-22,0.316756149430073,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-22,2.69805264177608,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-21,2.59926915279474,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-21,0.0514356090756962,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-21,5.35909897639449,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-21,0.319865534083475,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-21,2.88862765427996,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-20,2.39714708007852,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-20,0.0514356090756962,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-20,5.30989822065658,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-20,0.259506143773783,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-20,2.64124696974528,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-19,2.41828340491142,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-19,0.0617227308908354,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-19,5.10451064772602,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-19,0.241084176270136,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-19,2.52760945380489,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-18,2.33640906861815,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-18,0.0771534136135442,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-18,5.22624190293332,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-18,0.284130924560918,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-18,2.58880036804441,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-17,2.54940454173967,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-17,0.102871218151392,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-17,5.18415587488877,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Low"
"All Laboratories","all","n","Bay Area",2026-03-17,0.30402495987471,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-17,2.63074111877255,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-16,2.72465363276037,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-16,0.0771534136135442,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-16,5.49549744752319,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Moderate"
"All Laboratories","all","n","Bay Area",2026-03-16,0.323958827852817,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-16,2.79355697445147,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-15,2.90904889364101,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-15,0.0704003162725204,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-15,5.58536374024214,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Moderate"
"All Laboratories","all","n","Bay Area",2026-03-15,0.335674912390437,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-15,2.77358893005502,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-14,3.00537574812994,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-14,0.065458857425999,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-14,5.83518612958019,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Moderate"
"All Laboratories","all","n","Bay Area",2026-03-14,0.319690526253761,NA,1,2026-04-13,2.51124877427857,9.48210099127462,16.4529532082707,23.4238054252667,"Very Low"
"All Laboratories","all","infb","Bay Area",2026-03-14,2.42417590752808,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","infa","Bay Area",2026-03-13,3.11498610464222,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Low"
"All Laboratories","all","h5","Bay Area",2026-03-13,0.0915237638976227,NA,1,2026-04-13,0.890843108769393,6.9587370427157,13.026630976662,19.0945249106083,"Very Low"
"All Laboratories","all","rsv","Bay Area",2026-03-13,6.16968440869505,NA,1,2026-04-13,0.710665290053333,5.36071537965033,10.0107654692473,14.6608155588443,"Moderate"
